factura,fecha,vendedor,producto_id,cantidad_vendida,precio_unitario,costo_asociado_simulado
FAC-4545,2026-03-27,Vendedor_A,PROD003,1,17.75,13.46
FAC-4546,2026-03-27,Vendedor_A,PROD021,5,60.04,44.66
FAC-4547,2026-03-27,Vendedor_A,PROD011,3,13.73,9.78
FAC-4548,2026-03-27,Vendedor_A,PROD010,2,8.76,6.35
FAC-4549,2026-03-27,Vendedor_C,PROD007,3,25.9,26.17
FAC-4550,2026-03-28,Vendedor_A,PROD020,6,68.6,51.93
FAC-4551,2026-03-28,Vendedor_C,PROD024,22,67.31,51.71
FAC-4552,2026-03-28,Vendedor_C,PROD011,2,13.01,9.78
FAC-4553,2026-03-28,Vendedor_C,PROD018,4,33.89,23.4
FAC-4554,2026-03-28,Vendedor_C,PROD023,22,79.59,55.8
FAC-4555,2026-03-28,Vendedor_A,PROD025,14,97.38,73.41
FAC-4556,2026-03-28,Vendedor_A,PROD010,2,8.68,6.35
FAC-4557,2026-03-28,Vendedor_C,PROD003,5,19.0,13.46
FAC-4558,2026-03-28,Vendedor_B,PROD016,11,6.72,7.09
FAC-4559,2026-03-28,Vendedor_A,PROD013,23,6.01,4.57
FAC-4560,2026-03-28,Vendedor_A,PROD012,22,7.03,5.33
FAC-4561,2026-03-28,Vendedor_A,PROD020,10,68.6,51.93
FAC-4562,2026-03-28,Vendedor_A,PROD008,5,11.37,8.65
FAC-4563,2026-03-28,Vendedor_A,PROD022,17,68.87,47.53
FAC-4564,2026-03-28,Vendedor_C,PROD014,5,6.89,4.91
FAC-4565,2026-03-28,Vendedor_C,PROD022,3,66.63,47.53
FAC-4566,2026-03-28,Vendedor_C,PROD012,2,7.7,5.33
FAC-4567,2026-03-28,Vendedor_B,PROD004,4,18.22,12.7
FAC-4568,2026-03-28,Vendedor_A,PROD012,11,7.01,5.33
FAC-4569,2026-03-28,Vendedor_A,PROD017,1,36.77,27.98
FAC-4570,2026-03-28,Vendedor_A,PROD004,2,18.11,12.7
FAC-4571,2026-03-28,Vendedor_B,PROD006,5,27.05,20.74
FAC-4572,2026-03-28,Vendedor_A,PROD009,4,9.95,7.11
FAC-4573,2026-03-28,Vendedor_A,PROD008,3,11.77,8.65
FAC-4574,2026-03-28,Vendedor_A,PROD005,5,33.16,24.35
FAC-4575,2026-03-28,Vendedor_C,PROD011,5,12.94,9.78
FAC-4576,2026-03-28,Vendedor_A,PROD022,8,68.76,47.53
FAC-4577,2026-03-28,Vendedor_A,PROD018,4,33.71,23.4
FAC-4578,2026-03-28,Vendedor_B,PROD007,1,25.9,26.17
FAC-4579,2026-03-28,Vendedor_A,PROD015,10,6.14,4.68
FAC-4580,2026-03-28,Vendedor_B,PROD015,20,6.72,4.68
FAC-4581,2026-03-28,Vendedor_A,PROD013,16,6.6,4.57
FAC-4582,2026-03-28,Vendedor_A,PROD018,1,33.49,23.4
FAC-4583,2026-03-28,Vendedor_A,PROD023,15,79.54,55.8
FAC-4584,2026-03-28,Vendedor_B,PROD006,5,28.21,20.74
FAC-4585,2026-03-28,Vendedor_A,PROD012,3,7.28,5.33
FAC-4586,2026-03-28,Vendedor_A,PROD011,1,13.73,9.78
FAC-4587,2026-03-28,Vendedor_B,PROD024,7,73.09,51.71
FAC-4588,2026-03-28,Vendedor_A,PROD016,13,6.72,7.09
FAC-4589,2026-03-28,Vendedor_A,PROD003,2,19.02,13.46
FAC-4590,2026-03-28,Vendedor_B,PROD021,15,61.13,44.66
FAC-4591,2026-03-28,Vendedor_B,PROD003,1,18.73,13.46
FAC-4592,2026-03-28,Vendedor_B,PROD016,11,6.72,7.09
FAC-4593,2026-03-28,Vendedor_B,PROD021,4,58.78,44.66
FAC-4594,2026-03-28,Vendedor_C,PROD007,4,25.9,26.17
FAC-4595,2026-03-28,Vendedor_A,PROD009,4,9.79,7.11
FAC-4596,2026-03-29,Vendedor_B,PROD004,2,16.75,12.7
FAC-4597,2026-03-29,Vendedor_B,PROD022,10,67.44,47.53
FAC-4598,2026-03-29,Vendedor_A,PROD019,4,36.72,25.51
FAC-4599,2026-03-29,Vendedor_C,PROD003,1,19.47,13.46
FAC-4600,2026-03-29,Vendedor_A,PROD006,3,28.4,20.74
FAC-4601,2026-03-29,Vendedor_C,PROD007,3,25.9,26.17
FAC-4602,2026-03-29,Vendedor_A,PROD023,19,79.87,55.8
FAC-4603,2026-03-29,Vendedor_B,PROD008,2,11.28,8.65
FAC-4604,2026-03-29,Vendedor_A,PROD017,2,39.0,27.98
FAC-4605,2026-03-29,Vendedor_A,PROD024,20,67.8,51.71
FAC-4606,2026-03-29,Vendedor_B,PROD001,2,19.6,15.07
FAC-4607,2026-03-29,Vendedor_A,PROD021,7,61.74,44.66
FAC-4608,2026-03-29,Vendedor_C,PROD019,2,33.69,25.51
FAC-4609,2026-03-29,Vendedor_A,PROD021,11,59.31,44.66
FAC-4610,2026-03-29,Vendedor_B,PROD017,5,39.49,27.98
FAC-4611,2026-03-29,Vendedor_C,PROD018,2,31.34,23.4
FAC-4612,2026-03-29,Vendedor_A,PROD019,1,35.79,25.51
FAC-4613,2026-03-29,Vendedor_A,PROD019,4,34.8,25.51
FAC-4614,2026-03-29,Vendedor_A,PROD022,8,66.94,47.53
FAC-4615,2026-03-29,Vendedor_A,PROD022,9,68.89,47.53
FAC-4616,2026-03-29,Vendedor_B,PROD010,3,9.01,6.35
FAC-4617,2026-03-29,Vendedor_A,PROD006,2,29.52,20.74
FAC-4618,2026-03-29,Vendedor_B,PROD003,3,17.96,13.46
FAC-4619,2026-03-29,Vendedor_B,PROD021,23,59.44,44.66
FAC-4620,2026-03-29,Vendedor_A,PROD004,1,17.12,12.7
FAC-4621,2026-03-29,Vendedor_B,PROD006,2,28.04,20.74
FAC-4622,2026-03-29,Vendedor_C,PROD013,6,6.01,4.57
FAC-4623,2026-03-29,Vendedor_B,PROD010,5,9.17,6.35
FAC-4624,2026-03-29,Vendedor_B,PROD021,18,61.23,44.66
FAC-4625,2026-03-29,Vendedor_A,PROD008,1,11.41,8.65
FAC-4626,2026-03-29,Vendedor_A,PROD008,3,11.88,8.65
FAC-4627,2026-03-29,Vendedor_A,PROD008,2,11.63,8.65
FAC-4628,2026-03-29,Vendedor_A,PROD022,2,62.89,47.53
FAC-4629,2026-03-29,Vendedor_B,PROD007,4,25.9,26.17
FAC-4630,2026-03-29,Vendedor_B,PROD014,17,6.64,4.91
FAC-4631,2026-03-30,Vendedor_A,PROD005,2,33.29,24.35
FAC-4632,2026-03-30,Vendedor_A,PROD006,1,27.2,20.74
FAC-4633,2026-03-30,Vendedor_A,PROD013,2,6.23,4.57
FAC-4634,2026-03-30,Vendedor_C,PROD008,3,11.96,8.65
FAC-4635,2026-03-30,Vendedor_A,PROD021,20,60.83,44.66
FAC-4636,2026-03-30,Vendedor_B,PROD001,1,19.6,15.07
FAC-4637,2026-03-30,Vendedor_A,PROD023,8,76.81,55.8
FAC-4638,2026-03-30,Vendedor_C,PROD025,13,66.07,73.41
FAC-4639,2026-03-30,Vendedor_C,PROD004,5,17.37,12.7
FAC-4640,2026-03-30,Vendedor_A,PROD013,2,6.41,4.57
FAC-4641,2026-03-30,Vendedor_B,PROD013,9,6.03,4.57
FAC-4642,2026-03-30,Vendedor_C,PROD017,2,36.43,27.98
FAC-4643,2026-03-30,Vendedor_B,PROD019,2,34.05,25.51
FAC-4644,2026-03-30,Vendedor_C,PROD003,2,18.55,13.46
FAC-4645,2026-03-30,Vendedor_B,PROD014,2,6.74,4.91
FAC-4646,2026-03-30,Vendedor_A,PROD025,7,99.08,73.41
FAC-4647,2026-03-30,Vendedor_A,PROD018,1,30.77,23.4
FAC-4648,2026-03-30,Vendedor_A,PROD016,18,6.72,7.09
FAC-4649,2026-03-30,Vendedor_A,PROD008,4,11.96,8.65
FAC-4650,2026-03-30,Vendedor_A,PROD025,12,97.37,73.41
FAC-4651,2026-03-30,Vendedor_C,PROD004,1,17.98,12.7
FAC-4652,2026-03-30,Vendedor_C,PROD002,2,18.2,17.04
FAC-4653,2026-03-30,Vendedor_A,PROD007,1,25.9,26.17
FAC-4654,2026-03-30,Vendedor_A,PROD009,1,9.34,7.11
FAC-4655,2026-03-30,Vendedor_A,PROD007,1,25.9,26.17
FAC-4656,2026-03-30,Vendedor_B,PROD003,5,19.07,13.46
FAC-4657,2026-03-30,Vendedor_B,PROD001,4,19.6,15.07
FAC-4658,2026-03-30,Vendedor_C,PROD023,18,75.05,55.8
FAC-4659,2026-03-30,Vendedor_A,PROD021,21,59.68,44.66
FAC-4660,2026-03-30,Vendedor_A,PROD020,2,68.6,51.93
FAC-4661,2026-03-30,Vendedor_A,PROD001,2,19.6,15.07
FAC-4662,2026-03-30,Vendedor_C,PROD017,2,36.87,27.98
FAC-4663,2026-03-30,Vendedor_B,PROD009,3,10.23,7.11
FAC-4664,2026-03-30,Vendedor_B,PROD006,1,28.18,20.74
FAC-4665,2026-03-30,Vendedor_B,PROD011,2,14.1,9.78
FAC-4666,2026-03-30,Vendedor_B,PROD015,8,6.6,4.68
FAC-4667,2026-03-30,Vendedor_B,PROD012,23,7.54,5.33
FAC-4668,2026-03-30,Vendedor_A,PROD014,22,6.39,4.91
FAC-4669,2026-03-30,Vendedor_C,PROD010,1,8.45,6.35
FAC-4670,2026-03-30,Vendedor_C,PROD018,5,31.93,23.4
FAC-4671,2026-03-31,Vendedor_A,PROD016,16,6.72,7.09
FAC-4672,2026-03-31,Vendedor_A,PROD006,4,29.79,20.74
FAC-4673,2026-03-31,Vendedor_B,PROD009,2,9.69,7.11
FAC-4674,2026-03-31,Vendedor_C,PROD008,5,12.31,8.65
FAC-4675,2026-03-31,Vendedor_A,PROD016,4,6.72,7.09
FAC-4676,2026-03-31,Vendedor_A,PROD023,16,74.12,55.8
FAC-4677,2026-03-31,Vendedor_C,PROD018,2,31.94,23.4
FAC-4678,2026-03-31,Vendedor_A,PROD022,5,65.98,47.53
FAC-4679,2026-03-31,Vendedor_C,PROD019,5,33.59,25.51
FAC-4680,2026-03-31,Vendedor_A,PROD023,23,73.41,55.8
FAC-4681,2026-03-31,Vendedor_B,PROD012,2,7.07,5.33
FAC-4682,2026-03-31,Vendedor_B,PROD024,14,71.11,51.71
FAC-4683,2026-03-31,Vendedor_C,PROD025,19,66.07,73.41
FAC-4684,2026-03-31,Vendedor_A,PROD024,6,72.27,51.71
FAC-4685,2026-03-31,Vendedor_C,PROD009,3,9.3,7.11
FAC-4686,2026-03-31,Vendedor_A,PROD001,1,19.6,15.07
FAC-4687,2026-03-31,Vendedor_A,PROD010,2,9.16,6.35
FAC-4688,2026-03-31,Vendedor_B,PROD019,2,35.01,25.51
FAC-4689,2026-03-31,Vendedor_B,PROD011,1,13.21,9.78
FAC-4690,2026-03-31,Vendedor_A,PROD008,1,11.89,8.65
FAC-4691,2026-03-31,Vendedor_B,PROD009,3,9.69,7.11
FAC-4692,2026-03-31,Vendedor_C,PROD021,5,63.75,44.66
FAC-4693,2026-03-31,Vendedor_C,PROD017,2,37.07,27.98
FAC-4694,2026-03-31,Vendedor_B,PROD020,2,68.6,51.93
FAC-4695,2026-03-31,Vendedor_A,PROD021,11,64.09,44.66
FAC-4696,2026-03-31,Vendedor_A,PROD025,18,100.95,73.41
FAC-4697,2026-03-31,Vendedor_C,PROD001,1,13.56,15.07
FAC-4698,2026-03-31,Vendedor_B,PROD019,4,36.76,25.51
FAC-4699,2026-03-31,Vendedor_A,PROD009,1,10.13,7.11
FAC-4700,2026-03-31,Vendedor_A,PROD005,5,33.61,24.35
FAC-4701,2026-03-31,Vendedor_A,PROD017,2,38.59,27.98
FAC-4702,2026-03-31,Vendedor_A,PROD018,3,33.93,23.4
FAC-4703,2026-03-31,Vendedor_C,PROD010,5,8.46,6.35
FAC-4704,2026-03-31,Vendedor_B,PROD020,16,68.6,51.93
FAC-4705,2026-03-31,Vendedor_C,PROD012,19,7.1,5.33
FAC-4706,2026-03-31,Vendedor_A,PROD017,1,36.8,27.98
FAC-4707,2026-03-31,Vendedor_B,PROD017,5,39.27,27.98
FAC-4708,2026-03-31,Vendedor_B,PROD013,7,6.58,4.57
FAC-4709,2026-03-31,Vendedor_A,PROD001,4,19.6,15.07
FAC-4710,2026-03-31,Vendedor_B,PROD001,3,19.6,15.07
FAC-4711,2026-03-31,Vendedor_A,PROD024,21,74.87,51.71
FAC-4712,2026-03-31,Vendedor_A,PROD021,17,61.82,44.66
FAC-4713,2026-04-01,Vendedor_C,PROD015,7,6.35,4.68
FAC-4714,2026-04-01,Vendedor_B,PROD005,5,34.7,24.35
FAC-4715,2026-04-01,Vendedor_A,PROD017,4,38.96,27.98
FAC-4716,2026-04-01,Vendedor_C,PROD001,2,19.6,15.07
FAC-4717,2026-04-01,Vendedor_C,PROD020,16,68.6,51.93
FAC-4718,2026-04-01,Vendedor_C,PROD006,3,27.01,20.74
FAC-4719,2026-04-01,Vendedor_A,PROD020,2,68.6,51.93
FAC-4720,2026-04-01,Vendedor_C,PROD015,16,6.6,4.68
FAC-4721,2026-04-01,Vendedor_B,PROD005,3,34.57,24.35
FAC-4722,2026-04-01,Vendedor_B,PROD022,2,64.87,47.53
FAC-4723,2026-04-01,Vendedor_B,PROD019,1,34.41,25.51
FAC-4724,2026-04-01,Vendedor_B,PROD018,1,32.8,23.4
FAC-4725,2026-04-01,Vendedor_A,PROD009,2,9.7,7.11
FAC-4726,2026-04-01,Vendedor_C,PROD007,2,25.9,26.17
FAC-4727,2026-04-01,Vendedor_A,PROD004,2,17.38,12.7
FAC-4728,2026-04-01,Vendedor_B,PROD003,2,19.19,13.46
FAC-4729,2026-04-01,Vendedor_B,PROD019,2,35.14,25.51
FAC-4730,2026-04-01,Vendedor_C,PROD022,21,66.22,47.53
FAC-4731,2026-04-01,Vendedor_B,PROD025,13,101.4,73.41
FAC-4732,2026-04-01,Vendedor_A,PROD011,5,13.9,9.78
FAC-4733,2026-04-01,Vendedor_A,PROD002,3,18.2,17.04
FAC-4734,2026-04-01,Vendedor_C,PROD006,3,27.59,20.74
FAC-4735,2026-04-01,Vendedor_B,PROD005,3,32.23,24.35
FAC-4736,2026-04-01,Vendedor_A,PROD014,22,6.96,4.91
FAC-4737,2026-04-01,Vendedor_C,PROD023,16,77.84,55.8
FAC-4738,2026-04-01,Vendedor_A,PROD014,14,6.86,4.91
FAC-4739,2026-04-01,Vendedor_C,PROD018,5,33.33,23.4
FAC-4740,2026-04-01,Vendedor_A,PROD015,6,6.25,4.68
FAC-4741,2026-04-01,Vendedor_B,PROD009,5,9.6,7.11
FAC-4742,2026-04-01,Vendedor_B,PROD004,5,17.62,12.7
FAC-4743,2026-04-01,Vendedor_C,PROD015,6,6.12,4.68
FAC-4744,2026-04-01,Vendedor_A,PROD022,6,68.53,47.53
FAC-4745,2026-04-01,Vendedor_B,PROD013,21,6.36,4.57
FAC-4746,2026-04-01,Vendedor_A,PROD023,20,76.61,55.8
FAC-4747,2026-04-01,Vendedor_B,PROD020,23,68.6,51.93
FAC-4748,2026-04-01,Vendedor_B,PROD010,3,8.91,6.35
FAC-4749,2026-04-01,Vendedor_A,PROD019,5,36.14,25.51
FAC-4750,2026-04-01,Vendedor_C,PROD001,4,19.6,15.07
FAC-4751,2026-04-01,Vendedor_B,PROD022,15,62.21,47.53
FAC-4752,2026-04-01,Vendedor_C,PROD014,9,7.1,4.91
FAC-4753,2026-04-01,Vendedor_A,PROD019,3,35.09,25.51
FAC-4754,2026-04-01,Vendedor_B,PROD013,22,6.01,4.57
FAC-4755,2026-04-01,Vendedor_C,PROD019,4,36.23,25.51
FAC-4756,2026-04-01,Vendedor_C,PROD020,20,68.6,51.93
FAC-4757,2026-04-01,Vendedor_B,PROD005,5,32.42,24.35
FAC-4758,2026-04-01,Vendedor_A,PROD011,5,13.06,9.78
FAC-4759,2026-04-01,Vendedor_A,PROD018,4,30.68,23.4
FAC-4760,2026-04-01,Vendedor_A,PROD001,3,19.6,15.07
FAC-4761,2026-04-01,Vendedor_A,PROD006,1,28.16,20.74
FAC-4762,2026-04-02,Vendedor_C,PROD019,4,35.47,25.51
FAC-4763,2026-04-02,Vendedor_A,PROD011,1,12.97,9.78
FAC-4764,2026-04-02,Vendedor_B,PROD010,1,9.35,6.46
FAC-4765,2026-04-02,Vendedor_B,PROD020,10,68.6,51.93
FAC-4766,2026-04-02,Vendedor_B,PROD012,4,7.44,5.33
FAC-4767,2026-04-02,Vendedor_A,PROD004,1,17.1,12.7
FAC-4768,2026-04-02,Vendedor_B,PROD022,7,68.31,47.53
FAC-4769,2026-04-02,Vendedor_A,PROD019,5,35.04,25.51
FAC-4770,2026-04-02,Vendedor_B,PROD020,13,68.6,51.93
FAC-4771,2026-04-02,Vendedor_B,PROD005,5,35.08,26.33
FAC-4772,2026-04-02,Vendedor_B,PROD024,11,70.42,51.71
FAC-4773,2026-04-02,Vendedor_B,PROD010,5,9.06,6.46
FAC-4774,2026-04-02,Vendedor_A,PROD014,19,6.64,4.91
FAC-4775,2026-04-02,Vendedor_C,PROD018,2,31.28,23.4
FAC-4776,2026-04-02,Vendedor_A,PROD012,2,7.07,5.33
FAC-4777,2026-04-02,Vendedor_A,PROD020,4,68.6,51.93
FAC-4778,2026-04-02,Vendedor_A,PROD012,11,7.52,5.33
FAC-4779,2026-04-02,Vendedor_A,PROD015,15,6.64,4.68
FAC-4780,2026-04-02,Vendedor_B,PROD007,3,25.9,26.17
FAC-4781,2026-04-02,Vendedor_C,PROD022,18,64.26,47.53
FAC-4782,2026-04-02,Vendedor_A,PROD010,2,8.87,6.46
FAC-4783,2026-04-02,Vendedor_C,PROD006,2,28.14,20.74
FAC-4784,2026-04-02,Vendedor_A,PROD012,9,7.51,5.33
FAC-4785,2026-04-02,Vendedor_A,PROD021,4,59.18,44.66
FAC-4786,2026-04-02,Vendedor_A,PROD016,16,6.72,7.09
FAC-4787,2026-04-02,Vendedor_A,PROD013,23,6.11,4.57
FAC-4788,2026-04-02,Vendedor_A,PROD022,13,67.15,47.53
FAC-4789,2026-04-02,Vendedor_C,PROD019,4,34.03,25.51
FAC-4790,2026-04-02,Vendedor_A,PROD025,16,103.09,73.41
FAC-4791,2026-04-02,Vendedor_C,PROD013,20,6.51,4.57
FAC-4792,2026-04-02,Vendedor_A,PROD019,1,35.03,25.51
FAC-4793,2026-04-02,Vendedor_B,PROD010,3,8.59,6.46
FAC-4794,2026-04-02,Vendedor_A,PROD018,4,32.09,23.4
FAC-4795,2026-04-02,Vendedor_A,PROD014,8,6.68,4.91
FAC-4796,2026-04-02,Vendedor_A,PROD010,1,8.82,6.46
FAC-4797,2026-04-02,Vendedor_B,PROD019,2,33.38,25.51
FAC-4798,2026-04-02,Vendedor_A,PROD012,5,7.38,5.33
FAC-4799,2026-04-02,Vendedor_B,PROD012,4,7.65,5.33
FAC-4800,2026-04-02,Vendedor_C,PROD021,11,63.49,44.66
FAC-4801,2026-04-02,Vendedor_A,PROD002,3,18.2,19.03
FAC-4802,2026-04-02,Vendedor_A,PROD023,20,77.8,55.8
FAC-4803,2026-04-02,Vendedor_A,PROD002,2,18.2,19.03
FAC-4804,2026-04-03,Vendedor_A,PROD024,8,74.6,51.71
FAC-4805,2026-04-03,Vendedor_B,PROD006,1,28.71,20.74
FAC-4806,2026-04-03,Vendedor_B,PROD017,4,39.7,28.73
FAC-4807,2026-04-03,Vendedor_A,PROD001,1,19.6,15.07
FAC-4808,2026-04-03,Vendedor_C,PROD015,6,6.67,4.68
FAC-4809,2026-04-03,Vendedor_B,PROD005,2,37.36,26.33
FAC-4810,2026-04-03,Vendedor_A,PROD008,4,11.91,8.65
FAC-4811,2026-04-03,Vendedor_B,PROD019,4,34.31,25.51
FAC-4812,2026-04-03,Vendedor_B,PROD020,13,68.6,51.93
FAC-4813,2026-04-03,Vendedor_C,PROD020,18,68.6,51.93
FAC-4814,2026-04-03,Vendedor_C,PROD002,1,18.2,19.03
FAC-4815,2026-04-03,Vendedor_A,PROD003,3,17.86,13.46
FAC-4816,2026-04-03,Vendedor_B,PROD018,5,31.12,23.4
FAC-4817,2026-04-03,Vendedor_C,PROD024,21,72.5,51.71
FAC-4818,2026-04-03,Vendedor_B,PROD023,16,74.64,55.8
FAC-4819,2026-04-03,Vendedor_C,PROD017,3,37.51,28.73
FAC-4820,2026-04-03,Vendedor_A,PROD018,1,31.68,23.4
FAC-4821,2026-04-03,Vendedor_C,PROD006,1,29.42,20.74
FAC-4822,2026-04-03,Vendedor_C,PROD013,12,6.59,4.57
FAC-4823,2026-04-03,Vendedor_A,PROD007,2,25.9,26.17
FAC-4824,2026-04-03,Vendedor_A,PROD025,15,108.46,79.48
FAC-4825,2026-04-03,Vendedor_A,PROD005,3,37.25,26.33
FAC-4826,2026-04-03,Vendedor_A,PROD024,7,74.17,51.71
FAC-4827,2026-04-03,Vendedor_B,PROD021,5,59.98,44.66
FAC-4828,2026-04-03,Vendedor_C,PROD017,5,39.53,28.73
FAC-4829,2026-04-03,Vendedor_A,PROD014,11,7.09,4.91
FAC-4830,2026-04-03,Vendedor_A,PROD022,15,66.17,47.53
FAC-4831,2026-04-03,Vendedor_C,PROD020,16,68.6,51.93
FAC-4832,2026-04-03,Vendedor_A,PROD012,21,7.18,5.33
FAC-4833,2026-04-03,Vendedor_A,PROD006,4,28.83,20.74
FAC-4834,2026-04-03,Vendedor_B,PROD013,13,5.99,4.57
FAC-4835,2026-04-03,Vendedor_B,PROD020,4,68.6,51.93
FAC-4836,2026-04-03,Vendedor_A,PROD014,11,6.68,4.91
FAC-4837,2026-04-03,Vendedor_A,PROD017,3,39.81,28.73
FAC-4838,2026-04-03,Vendedor_B,PROD016,22,6.72,7.83
FAC-4839,2026-04-03,Vendedor_A,PROD001,2,19.6,15.07
FAC-4840,2026-04-03,Vendedor_A,PROD012,16,7.34,5.33
FAC-4841,2026-04-03,Vendedor_C,PROD007,3,25.9,26.17
FAC-4842,2026-04-03,Vendedor_A,PROD011,3,14.76,10.93
FAC-4843,2026-04-03,Vendedor_A,PROD017,5,38.29,28.73
FAC-4844,2026-04-03,Vendedor_A,PROD021,21,63.29,44.66
FAC-4845,2026-04-03,Vendedor_A,PROD008,3,11.69,8.65
FAC-4846,2026-04-03,Vendedor_A,PROD023,2,76.1,55.8
FAC-4847,2026-04-03,Vendedor_A,PROD001,4,19.6,15.07
FAC-4848,2026-04-03,Vendedor_B,PROD011,4,14.92,10.93
FAC-4849,2026-04-03,Vendedor_A,PROD017,4,39.7,28.73
FAC-4850,2026-04-03,Vendedor_B,PROD008,4,12.29,8.65
FAC-4851,2026-04-03,Vendedor_A,PROD009,2,9.36,7.11
FAC-4852,2026-04-03,Vendedor_C,PROD009,3,9.57,7.11
FAC-4853,2026-04-04,Vendedor_A,PROD011,4,15.13,10.93
FAC-4854,2026-04-04,Vendedor_A,PROD006,4,28.48,20.74
FAC-4855,2026-04-04,Vendedor_A,PROD018,4,33.48,23.4
FAC-4856,2026-04-04,Vendedor_A,PROD010,2,8.73,6.46
FAC-4857,2026-04-04,Vendedor_A,PROD024,11,74.27,51.71
FAC-4858,2026-04-04,Vendedor_B,PROD025,21,110.26,79.48
FAC-4859,2026-04-04,Vendedor_A,PROD025,17,110.17,79.48
FAC-4860,2026-04-04,Vendedor_A,PROD010,3,9.14,6.46
FAC-4861,2026-04-04,Vendedor_C,PROD019,5,35.2,25.51
FAC-4862,2026-04-04,Vendedor_B,PROD015,22,6.54,4.68
FAC-4863,2026-04-04,Vendedor_A,PROD002,4,18.2,19.03
FAC-4864,2026-04-04,Vendedor_A,PROD020,21,68.6,51.93
FAC-4865,2026-04-04,Vendedor_C,PROD015,15,6.53,4.68
FAC-4866,2026-04-04,Vendedor_A,PROD023,23,77.01,55.8
FAC-4867,2026-04-04,Vendedor_A,PROD024,11,71.55,51.71
FAC-4868,2026-04-04,Vendedor_A,PROD008,4,11.62,8.65
FAC-4869,2026-04-04,Vendedor_A,PROD025,13,111.45,79.48
FAC-4870,2026-04-04,Vendedor_B,PROD009,5,10.13,7.11
FAC-4871,2026-04-04,Vendedor_B,PROD013,7,6.18,4.65
FAC-4872,2026-04-04,Vendedor_A,PROD006,1,27.33,20.74
FAC-4873,2026-04-04,Vendedor_B,PROD007,1,25.9,26.17
FAC-4874,2026-04-04,Vendedor_B,PROD010,5,8.95,6.46
FAC-4875,2026-04-04,Vendedor_A,PROD008,4,11.31,8.65
FAC-4876,2026-04-04,Vendedor_B,PROD014,4,6.48,4.91
FAC-4877,2026-04-04,Vendedor_A,PROD014,2,6.84,4.91
FAC-4878,2026-04-04,Vendedor_C,PROD009,4,10.23,7.11
FAC-4879,2026-04-04,Vendedor_B,PROD021,2,66.82,46.17
FAC-4880,2026-04-04,Vendedor_A,PROD021,3,60.26,46.17
FAC-4881,2026-04-04,Vendedor_A,PROD019,1,35.12,25.51
FAC-4882,2026-04-04,Vendedor_C,PROD015,16,6.72,4.68
FAC-4883,2026-04-04,Vendedor_A,PROD020,11,68.6,51.93
FAC-4884,2026-04-04,Vendedor_A,PROD014,4,6.76,4.91
FAC-4885,2026-04-04,Vendedor_A,PROD001,2,19.6,15.07
FAC-4886,2026-04-04,Vendedor_C,PROD019,5,35.81,25.51
FAC-4887,2026-04-04,Vendedor_A,PROD009,4,10.28,7.11
FAC-4888,2026-04-05,Vendedor_A,PROD010,3,8.59,6.46
FAC-4889,2026-04-05,Vendedor_C,PROD011,1,15.22,10.93
FAC-4890,2026-04-05,Vendedor_C,PROD015,14,6.24,4.68
FAC-4891,2026-04-05,Vendedor_B,PROD012,20,7.7,5.33
FAC-4892,2026-04-05,Vendedor_B,PROD007,4,25.9,26.17
FAC-4893,2026-04-05,Vendedor_C,PROD005,3,36.53,26.33
FAC-4894,2026-04-05,Vendedor_B,PROD007,2,25.9,26.17
FAC-4895,2026-04-05,Vendedor_A,PROD011,2,14.21,10.93
FAC-4896,2026-04-05,Vendedor_A,PROD002,2,18.2,19.03
FAC-4897,2026-04-05,Vendedor_A,PROD021,18,62.51,46.17
FAC-4898,2026-04-05,Vendedor_B,PROD009,5,9.29,7.11
FAC-4899,2026-04-05,Vendedor_B,PROD020,2,68.6,51.93
FAC-4900,2026-04-05,Vendedor_B,PROD004,5,17.69,12.97
FAC-4901,2026-04-05,Vendedor_A,PROD012,19,7.44,5.33
FAC-4902,2026-04-05,Vendedor_B,PROD006,2,30.01,20.74
FAC-4903,2026-04-05,Vendedor_B,PROD008,2,13.02,8.98
FAC-4904,2026-04-05,Vendedor_A,PROD019,3,36.45,26.26
FAC-4905,2026-04-05,Vendedor_A,PROD004,2,17.98,12.97
FAC-4906,2026-04-05,Vendedor_C,PROD013,22,6.18,4.65
FAC-4907,2026-04-05,Vendedor_A,PROD018,4,33.13,23.4
FAC-4908,2026-04-05,Vendedor_A,PROD008,1,12.58,8.98
FAC-4909,2026-04-05,Vendedor_B,PROD017,4,38.13,28.73
FAC-4910,2026-04-05,Vendedor_B,PROD015,9,6.66,4.68
FAC-4911,2026-04-05,Vendedor_A,PROD020,20,68.6,51.93
FAC-4912,2026-04-05,Vendedor_C,PROD015,15,6.29,4.68
FAC-4913,2026-04-05,Vendedor_B,PROD003,1,17.7,13.46
FAC-4914,2026-04-05,Vendedor_A,PROD023,14,81.0,60.95
FAC-4915,2026-04-05,Vendedor_C,PROD003,1,19.33,13.46
FAC-4916,2026-04-05,Vendedor_A,PROD013,4,6.08,4.65
FAC-4917,2026-04-05,Vendedor_A,PROD013,23,6.19,4.65
FAC-4918,2026-04-05,Vendedor_B,PROD021,11,65.38,46.17
FAC-4919,2026-04-05,Vendedor_A,PROD001,3,19.6,15.07
FAC-4920,2026-04-05,Vendedor_A,PROD019,1,37.96,26.26
FAC-4921,2026-04-05,Vendedor_A,PROD014,2,7.02,5.09
